kod_sekolah,name,address,latitude,longitude,ppd,school_type,,sebab_ralat
BBC8418,SEKOLAH JENIS KEBANGSAAN (CINA) DESA JAYA 2,PERSIARAN PERDANA,BANDAR SRI DAMANSARA,3.185571,101.605483,PPD PETALING UTAMA,['RENDAH'],could not convert string to float: 'BANDAR SRI DAMANSARA'
BBC8419,SEKOLAH JENIS KEBANGSAAN (CINA) SHIN CHENG (HARCROFT),JALAN KASAWARI 11, BANDAR PUCHONG JAYA,3.040173,101.630863,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'BANDAR PUCHONG JAYA'
BBC8421,SEKOLAH JENIS KEBANGSAAN (CINA) TUN TAN SIEW SIN,PERSIARAN PUTRA BISTARI, PUTRA HEIGHT,3.021221,101.573365,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'PUTRA HEIGHT'
BBC8422,SEKOLAH JENIS KEBANGSAAN (CINA) KHENG CHEE,PERSIARAN INDERA, PUSAT BANDAR PUCHONG, PUCHONG,3.021995,101.628867,"['PPD PETALING PERDANA', 'RENDAH']",could not convert string to float: 'PUCHONG'
BBC8423,SEKOLAH JENIS KEBANGSAAN (CINA) BUKIT SERDANG SERI KEMBANGAN,PERSIARAN LESTARI PERDANA 5, LESTARI PERDANA,3.011283,101.672679,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'LESTARI PERDANA'
BBC9404,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MING,BATU 16, JLN PUCHONG,2.966116,101.613631,PPD SEPANG,['RENDAH'],could not convert string to float: 'JLN PUCHONG'
BBC9407,SEKOLAH JENIS KEBANGSAAN (CINA) UNION,JALAN UNION, PERSIARAN SEPANG, CYBER 11,2.926161,101.631252,"['PPD SEPANG', 'RENDAH']",could not convert string to float: 'CYBER 11'
BBD0062,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BUKIT RAJAH,LOT 27(OFF JALAN HAJI SIRAT BATU BELAH),JALAN SUMAZAU/KU5,BUKIT RAJA,3.091274,101.438365,"['PPD KLANG', 'RENDAH']",could not convert string to float: 'BUKIT RAJA'
BBD0072,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG EMERALD,BATU 8, JALAN KAMPUNG JAWA,3.018031,101.534369,PPD KLANG,['RENDAH'],could not convert string to float: 'JALAN KAMPUNG JAWA'
BBD0074,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HIGHLANDS,PERSIARAN BATU NILAM 2, BANDAR BUKIT TINGGI 2,2.992168,101.442609,PPD KLANG,['RENDAH'],could not convert string to float: 'BANDAR BUKIT TINGGI 2'
BBD0084,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,JALAN LANGAT, TAMAN  SRI  ANDALAS,3.014797,101.445696,PPD KLANG,['RENDAH'],could not convert string to float: 'TAMAN  SRI  ANDALAS'
BBD0092,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG VALLAMBROSA,BATU 7, JALAN KAPAR, KAPAR,3.100358,101.377439,"['PPD KLANG', 'RENDAH']",could not convert string to float: 'KAPAR'
BBD0093,SEKOLAH JENIS KEBANGSAAN (TAMIL) TAMAN SENTOSA,LORONG HULUBALANG, 10D/KS 07, TAMAN SENTOSA,2.996349,101.482319,"['PPD KLANG', 'RENDAH']",could not convert string to float: 'TAMAN SENTOSA'
BBD1066,SEKOLAH JENIS KEBANGSAAN (TAMIL) PULAU CAREY SELATAN,PULAU CAREY SELATAN, KUALA LANGAT,2.856519403,101.3312145,PPD KUALA LANGAT,['RENDAH'],could not convert string to float: 'KUALA LANGAT'
BBD3051,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG BUKIT CHERAKA,LADANG BUKIT CHERAKA,  JALAN SIMPANG TIGA ,3.226229,101.368622,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'JALAN SIMPANG TIGA'
BBD3061,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG KUALA SELANGOR,KM. 1.6, LADANG KUALA SELANGOR,3.309092,101.302607,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'LADANG KUALA SELANGOR'
BBD4051,SEKOLAH JENIS KEBANGSAAN (TAMIL) BANGI,LADANG BROOME, BANGI,2.8927697,101.7943183,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'BANGI'
BBD4057,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG RINCHING,23RD MILE, JALAN SEREMBAN,2.922964,101.859197,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'JALAN SEREMBAN'
BBD4065,SEKOLAH JENIS KEBANGSAAN (TAMIL) BANDAR MAHKOTA CHERAS,LOT 39070, PERSIARAN MAHKOTA CHERAS 1,PPD HULU LANGAT,RENDAH,,,could not convert string to float: 'PPD HULU LANGAT'
BBD7456,SEKOLAH JENIS KEBANGSAAN (TAMIL) TAMAN MELAWATI,JLN MELAWATI 5, TMN MELAWATI,3.216669,101.750015,PPD GOMBAK,['RENDAH'],could not convert string to float: 'TMN MELAWATI'
BBD8451,SEKOLAH JENIS KEBANGSAAN (TAMIL) CASTLEFIELD,BATU 11 3/4, JALAN PUCHONG,3.028473,101.614173,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'JALAN PUCHONG'
BBD8452,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG EFFINGHAM,JALAN BU 11/1,BANDAR UTAMA DAMANSARA,3.132672,101.603873,PPD PETALING UTAMA,['RENDAH'],could not convert string to float: 'BANDAR UTAMA DAMANSARA'
BBD8454,SEKOLAH JENIS KEBANGSAAN (TAMIL) PUCHONG,JALAN BUNGA TANJUNG, BT 14 ,3.001541,101.621509,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'BT 14'
BBD8455,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG KINRARA,JLN.PUCHONG, PETALING,3.056838,101.648923,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'PETALING'
BBD8459,SEKOLAH JENIS KEBANGSAAN (TAMIL) HICOM,JALAN SELAYANG27/27, SEKSYEN27,3.019865,101.564861,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'SEKSYEN27'
BBD8462,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG GLENMARIE,JALAN SUBANG, BATU TIGA,3.101598,101.559736,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'BATU TIGA'
BBD8464,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG NORTH HUMMOCK,LADANG NORTH HUMMOCK, BATU 5, JALAN MERU,3.104316,101.445674,"['PPD KLANG', 'RENDAH']",could not convert string to float: 'JALAN MERU'
BBD8466,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG RASAK,LOT (1A), JALAN METAFASA U16/1A , BUKIT SUBANG,3.170398,101.509855,"['PPD PETALING PERDANA', 'RENDAH']",could not convert string to float: 'BUKIT SUBANG'
BBD8467,SEKOLAH JENIS KEBANGSAAN (TAMIL) SEAPORT,JALAN PJS 6/4, KAMPUNG LINDUNGAN ,3.087104,101.60503,PPD PETALING UTAMA,['RENDAH'],could not convert string to float: 'KAMPUNG LINDUNGAN'
BBD8468,SEKOLAH JENIS KEBANGSAAN (TAMIL) SG RENGGAM,18/1, JALAN PINANG, SEKSYEN 18,3.048425,101.516476,"['PPD PETALING PERDANA', 'RENDAH']",could not convert string to float: 'SEKSYEN 18'
BBD8470,SEKOLAH JENIS KEBANGSAAN (TAMIL) TUN SAMBANTHAN,KOMPLEKS SEK. WAWASAN, USJ 15, PERSIARAN KEWAJIPAN,3.035625,101.588612,"['PPD PETALING PERDANA', 'RENDAH']",could not convert string to float: 'PERSIARAN KEWAJIPAN'
BBD9452,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG AMPAR TENANG,P/S 15, LDG AMPAR TENANG ,2.847072,101.701569,PPD SEPANG,['RENDAH'],could not convert string to float: 'LDG AMPAR TENANG'
BEA0092,SEKOLAH MENENGAH KEBANGSAAN RAJA LUMU,JALAN RAJA LUMU, PANDAMARAN,3.014899,101.415734,PPD KLANG,['MENENGAH'],could not convert string to float: 'PANDAMARAN'
BEA0096,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL SAMAD,JALAN LANDASAN, BUKIT KUDA,3.045627,101.458961,PPD KLANG,['MENENGAH'],could not convert string to float: 'BUKIT KUDA'
BEA0097,SEKOLAH MENENGAH KEBANGSAAN PULAU INDAH,LOT 79478, PERSIARAN PULAU LUMUT KM12, SEKSYEN 10,2.944102,101.353846,"['PPD KLANG', 'MENENGAH']",could not convert string to float: 'SEKSYEN 10'
BEA0102,SEKOLAH MENENGAH KEBANGSAAN PENDAMARAN JAYA,JALAN YOUNG, PANDAMARAN,3.006166,101.421225,PPD KLANG,['MENENGAH'],could not convert string to float: 'PANDAMARAN'
BEA0103,SEKOLAH MENENGAH KEBANGSAAN TELOK GADONG,JALAN SERAMPANG 3, OFF JALAN TELUK PULAI,3.03937,101.428614,PPD KLANG,['MENENGAH'],could not convert string to float: 'OFF JALAN TELUK PULAI'
BEA0104,SEKOLAH MENENGAH KEBANGSAAN SRI ANDALAS,JALAN SRI DAMAK 10, TAMAN SRI ANDALAS,3.019208,101.451702,PPD KLANG,['MENENGAH'],could not convert string to float: 'TAMAN SRI ANDALAS'
BEA0107,SEKOLAH MENENGAH KEBANGSAAN TAMAN KLANG UTAMA,PERSIARAN SG. KERAMAT, TAMAN KLANG UTAMA,3.082934,101.421703,PPD KLANG,['MENENGAH'],could not convert string to float: 'TAMAN KLANG UTAMA'
BEA0108,SEKOLAH MENENGAH KEBANGSAAN KOTA KEMUNING,LOT 4, JLN ANGGERIK DORITIS 31/143, KOTA KEMUNING,2.99605,101.547454,"['PPD KLANG', 'MENENGAH']",could not convert string to float: 'KOTA KEMUNING'
BEA0110,SEKOLAH MENENGAH KEBANGSAAN SUNGAI KAPAR INDAH,JALAN HARAPAN 3A, TAMAN SUNGAI KAPAR INDAH,3.098388,101.375836,PPD KLANG,['MENENGAH'],could not convert string to float: 'TAMAN SUNGAI KAPAR INDAH'
BEA0112,SEKOLAH MENENGAH KEBANGSAAN BATU UNJUR,JALAN NILAM 1, BANDAR BUKIT TINGGI,3.011553,101.433915,PPD KLANG,['MENENGAH'],could not convert string to float: 'BANDAR BUKIT TINGGI'
BEA0114,SEKOLAH MENENGAH KEBANGSAAN BUKIT KAPAR,JALAN ABDUL WAHID, BUKIT KAPAR,3.162816,101.409756,PPD KLANG,['MENENGAH'],could not convert string to float: 'BUKIT KAPAR'
BEA1071,SEKOLAH MENENGAH KEBANGSAAN BANTING,TELOK DATOK, KUALA LANGAT,2.820729,101.52874,PPD KUALA LANGAT,['MENENGAH'],could not convert string to float: 'KUALA LANGAT'
BEA1074,SEKOLAH MENENGAH SAINS BANTING,JALAN SULTAN SULEIMAN SHAH , JUGRA,2.827408,101.446504,PPD KUALA LANGAT,['MENENGAH'],could not convert string to float: 'JUGRA'
BEA3075,SEKOLAH MENENGAH KEBANGSAAN DATO HARUN,BATU 8, JALAN BERNAM,3.425602,101.170886,PPD KUALA SELANGOR,['MENENGAH'],could not convert string to float: 'JALAN BERNAM'
BEA3079,SEKOLAH MENENGAH KEBANGSAAN SG. BURONG,BATU 12, LAPIS 3, SUNGAI BURONG,3.45555,101.1323167,"['PPD KUALA SELANGOR', 'MENENGAH']",could not convert string to float: 'SUNGAI BURONG'
BEA3080,SEKOLAH MENENGAH KEBANGSAAN TIRAM JAYA,JALAN SEKEMBANG, KG. SERI TIRAM JAYA,3.434425,101.236525,PPD KUALA SELANGOR,['MENENGAH'],could not convert string to float: 'KG. SERI TIRAM JAYA'
BEA3081,SEKOLAH MENENGAH KEBANGSAAN RANTAU PANJANG,KM. 16, JALAN RAWANG, RANTAU PANJANG,3.388993,101.439243,"['PPD KUALA SELANGOR', 'MENENGAH']",could not convert string to float: 'RANTAU PANJANG'
BEA3083,SEKOLAH MENENGAH SAINS KUALA SELANGOR,JALAN PENDIDIKAN,  BANDAR MALAWATI,3.322362,101.258152,PPD KUALA SELANGOR,['MENENGAH'],could not convert string to float: 'BANDAR MALAWATI'
BEA3084,SEKOLAH MENENGAH KEBANGSAAN SAUJANA UTAMA,PERSIARAN SAUJANA 3, SAUJANA UTAMA,3.208473,101.477883,PPD KUALA SELANGOR,['MENENGAH'],could not convert string to float: 'SAUJANA UTAMA'
BEA3085,SEKOLAH MENENGAH KEBANGSAAN PUNCAK ALAM,JALAN MAHKOTA IMPIAN 2/1, SEKSYEN 2,3.210712,101.428975,PPD KUALA SELANGOR,['MENENGAH'],could not convert string to float: 'SEKSYEN 2'
BEA3086,SEKOLAH MENENGAH KEBANGSAAN KUALA SELANGOR,KM1, JALAN RAWANG,3.3327804,101.2703932,PPD KUALA SELANGOR,['MENENGAH'],could not convert string to float: 'JALAN RAWANG'
BEA4603,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU BANGI,JALAN 1/7E, BANDAR BARU BANGI,2.946607,101.769725,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'BANDAR BARU BANGI'
BEA4604,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL AZIZ SHAH,KM 22, JALAN CHERAS,3.005643,101.782853,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'JALAN CHERAS'
BEA4606,SEKOLAH MENENGAH KEBANGSAAN ABDUL JALIL,BT 14, P POS HULU LANGAT,3.118103,101.817496,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'P POS HULU LANGAT'
BEA4609,SEKOLAH MENENGAH KEBANGSAAN TAMAN KOSAS,JALAN KOSAS 2/2, TAMAN KOSAS,3.148178,101.772171,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'TAMAN KOSAS'
BEA4615,SEKOLAH MENENGAH KEBANGSAAN PANDAN JAYA,JALAN PANDAN 5, PANDAN JAYA,3.13656,101.737886,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'PANDAN JAYA'
BEA4617,SEKOLAH MENENGAH KEBANGSAAN CHERAS PERDANA,LORONG CP5/39, TMN CHERAS PERDANA, BT 9 3/4,3.045273,101.765623,"['PPD HULU LANGAT', 'MENENGAH']",could not convert string to float: 'BT 9 3/4'
BEA4618,SEKOLAH MENENGAH KEBANGSAAN DATO' AHMAD RAZALI,JALAN 13A, AMPANG JAYA,3.15704,101.759312,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'AMPANG JAYA'
BEA4620,SEKOLAH MENENGAH KEBANGSAAN CHERAS JAYA,JALAN 3/13, TAMAN CHERAS JAYA, BALAKONG,3.019716,101.761823,"['PPD HULU LANGAT', 'MENENGAH']",could not convert string to float: 'BALAKONG'
BEA4621,SEKOLAH MENENGAH KEBANGSAAN SAUJANA IMPIAN,KM22, JALAN CHERAS,3.013302,101.788618,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'JALAN CHERAS'
BEA4623,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SUNGAI LONG,JALAN SUNGAI LONG, BANDAR SUNGAI LONG,3.052821,101.801833,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'BANDAR SUNGAI LONG'
BEA4625,SEKOLAH MENENGAH KEBANGSAAN KAJANG UTAMA,JALAN AMAN 1, TAMAN KAJANG UTAMA,2.973235,101.795234,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'TAMAN KAJANG UTAMA'
BEA4626,SEKOLAH MENENGAH KEBANGSAAN TAMAN JASMIN 2,JALAN KP 3/1, KAJANG PRIMA,2.980945,101.813747,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'KAJANG PRIMA'
BEA4627,SEKOLAH MENENGAH KEBANGSAAN DUSUN NANDING,KM 17, JALAN HULU LANGAT,3.08224,101.790503,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'JALAN HULU LANGAT'
BEA4628,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASIK KESUMA,JALAN KESUMA 7/1, BANDAR TASIK KESUMA,2.899128,101.870069,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'BANDAR TASIK KESUMA'
BEA4629,SEKOLAH MENENGAH KEBANGSAAN BANDAR DAMAI PERDANA,JALAN  DAMAI PERDANA 2, CHERAS (HULU LANGAT),3.043592,101.736733,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'CHERAS (HULU LANGAT)'
BEA4630,SEKOLAH MENENGAH KEBANGSAAN BANDAR TUN HUSSEIN ONN 2,PERSIARAN SUADAMAI, BANDAR TUN HUSSEIN ONN,3.054728,101.755363,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'BANDAR TUN HUSSEIN ONN'
BEA4631,SEKOLAH MENENGAH KEBANGSAAN PANDAN MEWAH,JALAN PANDAN MEWAH 1, PANDAN MEWAH,3.125035,101.761897,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'PANDAN MEWAH'
BEA4632,SEKOLAH MENENGAH KEBANGSAAN BANDAR RINCHING,SEKSYEN 5, BANDAR RINCHING,2.930486,101.865288,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'BANDAR RINCHING'
BEA4633,SEKOLAH MENENGAH KEBANGSAAN BANDAR SERI PUTRA,PERSIARAN SERI PUTRA 1, BANDAR SERI PUTRA,2.887744,101.783331,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'BANDAR SERI PUTRA'
BEA4634,SEKOLAH MENENGAH KEBANGSAAN DESA SERDANG,JALAN DESA SERDANG 10, TAMAN DESA SERDANG,3.010447438,101.727678,PPD HULU LANGAT,['MENENGAH'],could not convert string to float: 'TAMAN DESA SERDANG'
BEA5069,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU BATANG KALI,SEKSYEN 3, BANDAR UTAMA BATANG KALI,3.458035,101.653516,PPD HULU SELANGOR,['MENENGAH'],could not convert string to float: 'BANDAR UTAMA BATANG KALI'
BEA5073,SEKOLAH MENENGAH KEBANGSAAN BUKIT SENTOSA 2,JALAN ANGGERIK 4, BANDAR BARU BUKIT SENTOSA 7,3.415811,101.586566,PPD HULU SELANGOR,['MENENGAH'],could not convert string to float: 'BANDAR BARU BUKIT SENTOSA 7'
BEA6044,SEKOLAH MENENGAH KEBANGSAAN BAGAN TERAP,JALAN BESAR, PEKAN BAGAN TERAP,3.748059,101.058604,PPD SABAK BERNAM,['MENENGAH'],could not convert string to float: 'PEKAN BAGAN TERAP'
BEA6601,SEKOLAH MENENGAH KEBANGSAAN DATO MUSTAFFA,JALAN SEKOLAH, PASIR PANJANG,3.566551,101.07197,PPD SABAK BERNAM,['MENENGAH'],could not convert string to float: 'PASIR PANJANG'
BEA7603,SEKOLAH MENENGAH KEBANGSAAN LEMBAH KERAMAT,JALAN AU4, LEMBAH KERAMAT,3.198059,101.759715,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'LEMBAH KERAMAT'
BEA7604,SEKOLAH MENENGAH KEBANGSAAN TAMAN EHSAN,KEPONG, SELANGOR,3.222395,101.623458,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'SELANGOR'
BEA7605,SEKOLAH MENENGAH KEBANGSAAN RAWANG,KM 25.6, JALAN IPOH,3.307583,101.597837,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'JALAN IPOH'
BEA7614,SEKOLAH MENENGAH KEBANGSAAN SERI KERAMAT,JALAN AU4, LEMBAH KERAMAT,3.196588,101.75987,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'LEMBAH KERAMAT'
BEA7615,SEKOLAH MENENGAH KEBANGSAAN DARUL EHSAN,JALAN 29, SELAYANG BARU,3.252505,101.668405,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'SELAYANG BARU'
BEA7616,SEKOLAH MENENGAH KEBANGSAAN SUNGAI PUSU,KM 11, JALAN GOMBAK,3.238336,101.717771,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'JALAN GOMBAK'
BEA7619,SEKOLAH MENENGAH KEBANGSAAN BUKIT RAHMAN PUTRA,JALAN BRP 7/1, BUKIT RAHMAN PUTRA,3.230133,101.555353,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'BUKIT RAHMAN PUTRA'
BEA7621,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESA 2,JALAN DESA JAYA, BANDAR COUNTRY HOMES,3.331113,101.537493,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'BANDAR COUNTRY HOMES'
BEA8605,SEKOLAH MENENGAH KEBANGSAAN BUKIT GADING,KM. 26, SG. PLONG,3.214173,101.529713,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'SG. PLONG'
BEA8607,SEKOLAH MENENGAH KEBANGSAAN TAMAN DATO' HARUN,KM 12, JLN KLANG LAMA,3.077819,101.63488,PPD PETALING UTAMA,['MENENGAH'],could not convert string to float: 'JLN KLANG LAMA'
BEA8608,SEKOLAH MENENGAH KEBANGSAAN DAMANSARA JAYA,JALAN SS 22A/1, PETALING JAYA,3.131193,101.616083,PPD PETALING UTAMA,['MENENGAH'],could not convert string to float: 'PETALING JAYA'
BEA8609,SEKOLAH MENENGAH KEBANGSAAN BATU 8,BATU 8, JALAN PUCHONG,3.061081,101.629476,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'JALAN PUCHONG'
BEA8610,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 16,JALAN HALIA 16/8, SEKSYEN 16,3.054941,101.503449,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'SEKSYEN 16'
BEA8611,SEKOLAH MENENGAH KEBANGSAAN DAMANSARA UTAMA,JALAN SS 20/21, DAMANSARA UTAMA,3.136349,101.625503,PPD PETALING UTAMA,['MENENGAH'],could not convert string to float: 'DAMANSARA UTAMA'
BEA8612,SEKOLAH MENENGAH PENDIDIKAN KHAS VOKASIONAL SHAH ALAM,JALAN SENANGIN 17/2A, SEKSYEN 17,3.050582,101.500179,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'SEKSYEN 17'
BEA8614,SEKOLAH MENENGAH KEBANGSAAN SUBANG UTAMA,JALAN SS 18/1A, SUBANG JAYA,3.068614,101.581937,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'SUBANG JAYA'
BEA8620,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SUNGAI BULOH,JALAN BRP 1/10A, BANDAR BARU SUNGAI BULOH,3.206759,101.561602,PPD GOMBAK,['MENENGAH'],could not convert string to float: 'BANDAR BARU SUNGAI BULOH'
BEA8621,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 19,JALAN GELORA 19/46, SEKSYEN 19,3.051169,101.533088,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'SEKSYEN 19'
BEA8622,SEKOLAH MENENGAH KEBANGSAAN ALAM MEGAH,JALAN SG. BATU 27/72,SEKSYEN 27,3.012403,101.568793,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'SEKSYEN 27'
BEA8623,SEKOLAH MENENGAH KEBANGSAAN TAMAN SRI MUDA,JALAN SABAR 25/83, TAMAN SRI MUDA,3.025836,101.539993,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'TAMAN SRI MUDA'
BEA8628,SEKOLAH MENENGAH KEBANGSAAN PUCHONG PERDANA,BATU 13, TAMAN PUCHONG PERDANA,3.005112,101.600236,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'TAMAN PUCHONG PERDANA'
BEA8635,SEKOLAH MENENGAH KEBANGSAAN USJ 12,PERSIARAN SETIA, USJ12,3.044247,101.574337,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'USJ12'
BEA8637,SEKOLAH MENENGAH KEBANGSAAN TTDI JAYA,JALAN SASTERA U2/1, SEKSYEN U2, SHAH ALAM,3.104725,101.554715,"['PPD PETALING PERDANA', 'MENENGAH']",could not convert string to float: 'SHAH ALAM'
BEA8638,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 10 KOTA DAMANSARA,PERSIARAN MAHOGANY,SEKSYEN 10, KOTA DAMANSARA,3.169447,101.579437,"['PPD PETALING UTAMA', 'MENENGAH']",could not convert string to float: 'KOTA DAMANSARA'
BEA8641,SEKOLAH MENENGAH KEBANGSAAN BANDAR SRI DAMANSARA 2,PERSIARAN MERANTI, SEKSYEN 1,3.191392,101.603882,PPD PETALING UTAMA,['MENENGAH'],could not convert string to float: 'SEKSYEN 1'
BEA8643,SEKOLAH MENENGAH KEBANGSAAN BANDAR UTAMA DAMANSARA 3,PERSIARAN BUKIT UTAMA, BANDAR UTAMA ,3.140064,101.606583,PPD PETALING UTAMA,['MENENGAH'],could not convert string to float: 'BANDAR UTAMA'
BEA8645,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 3 BANDAR KINRARA,JALAN BK 5B, BANDAR KINRARA,3.038506,101.641782,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'BANDAR KINRARA'
BEA8647,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 4 BANDAR KINRARA,JALAN BK 5A, BANDAR KINRARA,3.045547,101.646909,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'BANDAR KINRARA'
BEA8650,SEKOLAH MENENGAH KEBANGSAAN BUKIT JELUTONG,NO.2, JALAN SERAMBI U8/21, BUKIT JELUTONG,3.109003,101.531473,"['PPD PETALING PERDANA', 'MENENGAH']",could not convert string to float: 'BUKIT JELUTONG'
BEA8652,SEKOLAH MENENGAH KEBANGSAAN DAMANSARA DAMAI 1,NO. 2, JALAN PJU 10/1, DAMANSARA DAMAI,3.191547,101.592321,"['PPD PETALING UTAMA', 'MENENGAH']",could not convert string to float: 'DAMANSARA DAMAI'
BEA8653,SEKOLAH MENENGAH KEBANGSAAN ALAM MEGAH 2,NO.1, PERSIARAN KUALA LANGAT, SEKSYEN 28,3.004873,101.564713,"['PPD PETALING PERDANA', 'MENENGAH']",could not convert string to float: 'SEKSYEN 28'
BEA8655,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 4 KOTA DAMANSARA,JALAN CAMAR 4/1, KOTA DAMANSARA,3.151698,101.581739,PPD PETALING UTAMA,['MENENGAH'],could not convert string to float: 'KOTA DAMANSARA'
BEA8657,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUCHONG JAYA (B),JALAN TEMPUA 3, BANDAR PUCHONG JAYA,3.043541,101.626219,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'BANDAR PUCHONG JAYA'
BEA8662,SEKOLAH MENENGAH KEBANGSAAN SUBANG BESTARI,JALAN NOVA U5/63, SEKSYEN U5,3.178134,101.543716,PPD PETALING PERDANA,['MENENGAH'],could not convert string to float: 'SEKSYEN U5'
BEA8663,SEKOLAH MENENGAH KEBANGSAAN PUCHONG PERMAI,LOT 65079, PERSIARAN PRIMA UTAMA, TMN PUCHONG PRIMA,2.995003,101.595826,"['PPD PETALING PERDANA', 'MENENGAH']",could not convert string to float: 'TMN PUCHONG PRIMA'
BEA8665,SEKOLAH MENENGAH KEBANGSAAN SETIA ALAM,NO. 6, PERSIARAN SETIA PRIMA, SEKSYEN U13,3.094273,101.458005,"['PPD PETALING PERDANA', 'MENENGAH']",could not convert string to float: 'SEKSYEN U13'
BEA8666,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 8 KOTA DAMANSARA,SEKSYEN 8, KOTA DAMANSARA,3.177869,101.579193,PPD PETALING UTAMA,['MENENGAH'],could not convert string to float: 'KOTA DAMANSARA'
BEA8668,SEKOLAH MENENGAH KEBANGSAAN SHAH ALAM,PERSIARAN ANJUNG SERI, SEKSYEN U8/80, BUKIT JELUTONG TIMUR,3.111717,101.540084,"['PPD PETALING PERDANA', 'MENENGAH']",could not convert string to float: 'BUKIT JELUTONG TIMUR'
