kod_sekolah,name,address,latitude,longitude,ppd,school_type,,sebab_ralat
YCC1206,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PENDING,D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA,1.551866667,110.3807167,PPD KUCHING,['RENDAH'],could not convert string to float: 'JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA'
YCC1207,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA NO.6,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.53395,"['110.318267', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1301,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA NO. 5,D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA,1.543733333,110.3616,PPD KUCHING,['RENDAH'],could not convert string to float: 'JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA'
YCC1302,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG TENGAH,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.5536,"['110.257217', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1303,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 8 1/2,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.462367,"['110.311783', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1305,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG.TAPANG,MJC BATU KAWAH NEW TOWNSHIP, JALAN BATU KAWA,1.460975,110.332033,PPD PADAWAN,['RENDAH'],could not convert string to float: 'JALAN BATU KAWA'
YCC1306,SEKOLAH JENIS KEBANGSAAN (CINA) SAM HAP HIN,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.471667,"['110.3303', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1307,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 11,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.466601,"['110.350027', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1308,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SEJIJAK,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.54575,"['110.279233', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1310,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 15,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.359656,"['110.320169', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1312,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BT KITANG,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.449383,"['110.281917', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1313,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG MOYAN,LORONG PEI YUAN , JALAN BATU KAWA MATANG,1.506283,110.249883,PPD PADAWAN,['RENDAH'],could not convert string to float: 'JALAN BATU KAWA MATANG'
YCC1314,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BT KAWA,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.511683,"['110.270767', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1315,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG. LUBAK,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.4898,"['110.3197', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1316,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA STAPOK,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.50995,"['110.2894', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1317,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KIM CHOO SENG,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.53,"['110.32', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1318,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA RANTAU PANJANG,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.5013,"['110.268', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1319,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA STAMPIN,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.477166667,"['110.3533333', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1321,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BUNTAL,D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA,1.7011985,110.3697467,PPD KUCHING,['RENDAH'],could not convert string to float: 'JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA'
YCC1322,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 4 1/2,JLN DATUK AMAR KALONG NINGKAN, BATU 4 1/2,1.501883333,110.3326,PPD PADAWAN,['RENDAH'],could not convert string to float: 'BATU 4 1/2'
YCC1323,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BELIONG,D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA,1.58,110.49,PPD SAMARAHAN,['RENDAH'],could not convert string to float: 'JALAN DATO MOHD MUSA'
YCC1324,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PANGKALAN BARU,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.477,"['110.286983', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1327,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 10,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.424636,"['110.325425', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1329,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SYN-SAN-TU,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.526983,"['110.2382', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1330,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG TAPANG BT KAWA,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.4802987,"['110.3703648', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1331,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 7,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.576333333,"['110.2558', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC1334,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SIBURAN,D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,1.366928,"['110.398114', 'PPD PADAWAN', 'RENDAH']",could not convert string to float: 'OFF JALAN KAPOR'
YCC2102,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MELUDAM,D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN,1.618551,111.28953,PPD BETONG,['RENDAH'],could not convert string to float: 'JALAN YONG SHAU NEN'
YCC2103,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SIMANGGANG,D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING,1.230916667,"['111.4655167', 'PPD SRI AMAN', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC2104,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BANGKONG,D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING,1.133552,"['111.181289', 'PPD SRI AMAN', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC2105,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA UNDOP,D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING,1.025166,"['111.552869', 'PPD SRI AMAN', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC2106,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PANTU,D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING,1.140443,"['111.118727', 'PPD SRI AMAN', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC2201,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA ROBAN,D/A PEJABAT PENDIDIKAN DAERAH SARATOK, TINGKAT 1, WISMA PERSEKUTUAN, JALAN SARATOK,1.8852778,"['111.3058333', 'PPD SARATOK', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC2202,SEKOLAH JENIS KEBANGSAAN (CINA) MIN SYN SARATOK,D/A PEJABAT PENDIDIKAN DAERAH SARATOK, TINGKAT 1, WISMA PERSEKUTUAN, JALAN SARATOK,1.7386111,"['111.3355556', 'PPD SARATOK', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC2203,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KABONG,D/A PEJABAT PENDIDIKAN DAERAH SARATOK, TINGKAT 1, WISMA PERSEKUTUAN, JALAN SARATOK,1.923295,"['111.15351', 'PPD SARATOK', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC2401,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BETONG,D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN,1.370564,111.575668,PPD BETONG,['RENDAH'],could not convert string to float: 'JALAN YONG SHAU NEN'
YCC2402,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA DEBAK,D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN,1.565615,111.423169,PPD BETONG,['RENDAH'],could not convert string to float: 'JALAN YONG SHAU NEN'
YCC2403,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SPAOH,D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN,1.45,111.48,PPD BETONG,['RENDAH'],could not convert string to float: 'JALAN YONG SHAU NEN'
YCC2404,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PUSA,D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN,1.461538,111.483164,PPD BETONG,['RENDAH'],could not convert string to float: 'JALAN YONG SHAU NEN'
YCC3101,SEKOLAH JENIS KEBANGSAAN (CINA) SACRED HEART CHINESE,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.286517', '111.834183', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3103,SEKOLAH JENIS KEBANGSAAN (CINA) TUNG HUA,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.309067', '111.831283', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3104,SEKOLAH JENIS KEBANGSAAN (CINA) GUONG ANN,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.320966667', '111.8376333', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3105,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.289733333', '111.8268', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3106,SEKOLAH JENIS KEBANGSAAN (CINA) DUNG SANG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.306616667', '111.8518667', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3107,SEKOLAH JENIS KEBANGSAAN (CINA) THAI KWANG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.241583333', '111.8485167', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3108,SEKOLAH JENIS KEBANGSAAN (CINA) UK DAIK,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.287066667', '111.8351', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3109,SEKOLAH JENIS KEBANGSAAN (CINA) TIONG HIN,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.332383333', '111.84305', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3110,SEKOLAH JENIS KEBANGSAAN (CINA) EK THEI,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.280333333', '111.8440833', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3111,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SING,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.285', '111.8435333', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3112,SEKOLAH JENIS KEBANGSAAN (CINA) KIEW NANG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.2536598', '111.8641636', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3113,SEKOLAH JENIS KEBANGSAAN (CINA) THIAN HUA,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.24', '111.97', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3201,SEKOLAH JENIS KEBANGSAAN (CINA) THIAN CHIN,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.306232', '111.891981', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3203,SEKOLAH JENIS KEBANGSAAN (CINA) YONG CHENG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.13', '112', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3205,SEKOLAH JENIS KEBANGSAAN (CINA) DO NANG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.332687', '111.865454', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3206,SEKOLAH JENIS KEBANGSAAN (CINA) GUONG MING,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.09', '111.98', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3208,SEKOLAH JENIS KEBANGSAAN (CINA) KENG NANG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.2537348', '111.7588654', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3209,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG UNG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.250942', '111.85862', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3210,SEKOLAH JENIS KEBANGSAAN (CINA) TUNG KIEW,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.19', '112.02', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3211,SEKOLAH JENIS KEBANGSAAN (CINA) NANG KIANG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.2427778', '111.8305556', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3212,SEKOLAH JENIS KEBANGSAAN (CINA) HANG KWONG,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.287493', '111.832959', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3213,SEKOLAH JENIS KEBANGSAAN (CINA) YONG SHING,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.28157', '111.844897', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3214,SEKOLAH JENIS KEBANGSAAN (CINA) KAI NANG,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.2473025', '111.7514169', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3215,SEKOLAH JENIS KEBANGSAAN (CINA) SU LAI,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.319933333', '111.84745', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3217,SEKOLAH JENIS KEBANGSAAN (CINA) TING SING,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.313795', '111.677313', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3219,SEKOLAH JENIS KEBANGSAAN (CINA) SUNG SANG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.22', '111.91', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3220,SEKOLAH JENIS KEBANGSAAN (CINA) NANG SANG,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.3325', '111.8652778', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3221,SEKOLAH JENIS KEBANGSAAN (CINA) SAM LAM,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.3', '111.83', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3222,SEKOLAH JENIS KEBANGSAAN (CINA) KWONG HUA,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.248337', '111.79901', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3223,SEKOLAH JENIS KEBANGSAAN (CINA) ING GUONG,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.313795', '111.677313', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3225,SEKOLAH JENIS KEBANGSAAN (CINA) SING MING,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.305219', '111.841335', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3226,SEKOLAH JENIS KEBANGSAAN (CINA) UNG NANG,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.2794444', '111.7363889', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3228,SEKOLAH JENIS KEBANGSAAN (CINA) KWONG KOK,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.248637', '111.878586', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3230,SEKOLAH JENIS KEBANGSAAN (CINA) CHAO SU,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.313924', '111.677914', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3231,SEKOLAH JENIS KEBANGSAAN (CINA) BOI ING,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.314567', '111.678944', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3232,SEKOLAH JENIS KEBANGSAAN (CINA) TAI TUNG 2,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.27', '111.76', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3233,SEKOLAH JENIS KEBANGSAAN (CINA) HING UNG,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.293899', '111.853094', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3234,SEKOLAH JENIS KEBANGSAAN (CINA) KIANG HIN,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.354583333', '111.8725167', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3235,SEKOLAH JENIS KEBANGSAAN (CINA) NENG SHING,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.15811', '112.00789', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3236,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG CHENG,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.2427274', '111.776338', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3237,SEKOLAH JENIS KEBANGSAAN (CINA) KAI DEE,D/A PEJABAT PENDIDIKAN DAERAH  SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.296086', '111.589372', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3238,SEKOLAH JENIS KEBANGSAAN (CINA) YUK CHAI,D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462,"[' BROOKE DRIVE', '2.310033', '111.8400412', 'PPD SIBU', 'RENDAH']",could not convert string to float: 'WISMA PERSEKUTUAN'
YCC3305,SEKOLAH JENIS KEBANGSAAN (CINA) LIANG HUA,LIAN HUP ESTATE, SUNGAI DAJI,2.08,112.2,PPD KANOWIT,['RENDAH'],could not convert string to float: 'SUNGAI DAJI'
YCC3306,SEKOLAH JENIS KEBANGSAAN (CINA) SHING KOK,SG. PEDAI, JALAN NIBONG TADA,2.133083333,112.1299,PPD KANOWIT,['RENDAH'],could not convert string to float: 'JALAN NIBONG TADA'
